item_id,score,type,subscription_period,subscription_start,subscription_end,member_id
butler-erewhon-revisited-twenty,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
ford-best-plays-john,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
george-confession-ursula-trent-2,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
gilchrist-life-william-blake,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
powys-black-bryony,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
craig-theatre-advancing,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
shaw-doctors-dilemma,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
dreiser-jennie-gerhardt,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wilde-lady-windermeres-fan,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wilde-ideal-husband,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
graves-english-poetry-irregular,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
mackenzie-heavenly-ladder,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
dostoyevsky-brothers-karamazov,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
shaw-androcles-lion,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
morand-open-night,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
de-la-mare-riddle,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
stevenson-travels-donkey-vennes,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
jerome-three-men-bummel,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
honore-de-balzac-celibates,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
mackenzie-vanity-girl,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
murry-evolution-intellectual,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
yeats-responsibilities-poems,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
james-daisy-miller,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
zangwill-children-ghetto-study,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
oriordan-adam-caroline,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wells-kipps-story-simple,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
kaye-smith-joanna-godden,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
gissing-house-cobwebs,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
sinclair-uncanny-stories,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
meredith-amazing-marriage,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
bennett-united-states,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
mais-books-writers,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
lee-handling-words-studies,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
masters-spoon-river-anthology,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
dane-way-things-happen,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
george-second-blooming,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wells-dream-novel,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
beresford-imperturbable-duchess-stories,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
moore-poems,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
lewis-free-air,4.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
cronwright-schreiner-life-olive-schreiner,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
sedgwick-little-french-girl,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
beresford-early-history-jacob,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
power-medieval-people,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
galsworthy-plays-fourth-series,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
machen-shining-pyramid,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wylie-jennifer-lorn-sedate,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
anderson-windy-mcphersons,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
russell-problem-china,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
lawrence-boy-bush,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
brandes-main-currents-nineteenth,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
moore-brook-kerith,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
johnston-mrs-warrens-daughter,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
freud-collected-papers,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
corkery-threshold-quiet,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
mencken-prejudices-third-series,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
trollope-small-house-allington,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
gissing-private-papers-henry,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
shaw-misalliance,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
henry-strictly-business,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
barnes-book,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
bennett-mr-prohack,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
walpole-duchess-wrexe-decline,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
santayana-little-essays-drawn,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
norris-mcteague,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
trollope-last-chronicle-barset,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
lagerlof-marbacka,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
henry-rolling-stones,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
mencken-book-prefaces,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
gibbs-little-novels-nowadays,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
tagore-home-world,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
eastman-enjoyment-poetry,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
james-tragic-muse,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
dunsany-king-elflands-daughter,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
fisher-home-maker,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
galsworthy-plays-fifth-series,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
sandburg-rootabaga-stories,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
fletcher-kang-vase,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
trollope-bertrams,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
thoreau-walden,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
archer-old-drama-new,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
white-gold,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
yeats-later-poems,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
cannan-house-prophecy,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
colum-castle-conquer,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
cather-one,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
woolf-monday-tuesday,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
borden-romantic-woman,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
saintsbury-collected-essays-papers,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
gibbs-middle-road,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
hearn-japan-attempt-interpretation,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
galsworthy-captures,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
lawrence-fantasia-unconscious,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
pater-imaginary-portraits,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
garnett-friday-nights-literary,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
borrow-lavengro-scholar-gypsy,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
croce-aesthetic-science-expression,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
hardy-lifes-little-ironies,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
galsworthy-justice,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
gissing-demos-story-english,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wright-life-walter-pater,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
guedalla-second-empire,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
barrie-half-hours,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
stephens-demi-gods,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
anderson-horses-men-tales,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
langland-piers-ploughman,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
conrad-arrow-gold,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
pirandello-three-plays,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
steuart-romance-paris-streets,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
baker-modern-american-plays,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
swinnerton-chaste-wife,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
masters-nuptial-flight,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
nietzsche-nietzsche-wagner-correspondence,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
white-revolution-tanners-lane,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
strindberg-plays-august-strindberg-first,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
hazlitt-table-talk,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
walpole-jeremy-hamlet,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
russell-analysis-mind,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
yeats-plays-prose-verse,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
sinclair-new-idealism,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
croce-poetry-dante,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
boyd-contemporary-drama-ireland,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
sinclair-jungle,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
robinson-collected-poems,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
toomer-cane,3.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
symons-loves-cruelty,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
ford-good-soldier,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
dickens-little-dorrit,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
sinclair-arnold-waterlow-life,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
dickens-hard-times,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
shanks-richest-man,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
russell-abc-atoms,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
a-e-interpreters-2,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
thompson-francis-thompsons-works,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
galsworthy-windows-comedy-three,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
white-miriams-schooling-papers,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
dekker-seven-deadly-sinnes,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
murry-still-life,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
haldane-daedalus-science-future,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
millay-poems,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
huxley-essays-biologist,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
cannan-annette-bennett,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wassermann-goose-man,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
stevenson-letters-robert-louis,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
russell-practice-theory-bolshevism,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
henry-heart-west,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
rhys-rabindranath-tagore-biographical,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
thackeray-four-georges-english,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
tagore-nationalism,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
butts-speed-plough-stories,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
tagore-reminiscences,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
pater-plato-platonism,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
russell-introduction-mathematical-philosophy,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
brooke-john-webster-elizabethan,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
russell-prospects-industrial-civilization,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
macaulay-history-england-accession,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
ibsen-dolls-house,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
perry-growth-civilization,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
cellini-life-benvenuto-cellini,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
walpole-secret-city-novel,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
symonds-shelley,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
ingram-true-chatterton-new,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
conrad-set-six,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
lawrence-studies-classic-american,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
sitwell-southern-baroque-art,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
moore-avowals,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wells-tales-unexpected,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
arlen-piracy,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
baring-triangle-passages-three,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
pater-gaston-latour-unfinished,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
gissing-town-traveller,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
wheeler-six-plays-contemporaries,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
nugent-grand-tour,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
spens-elizabethan-drama,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
sandburg-chicago-poems,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
eliot-waste-land,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
twain-mark-twains-autobiography,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
ellis-kanga-creek-australian,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
beresford-candidate-truth,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
campbell-life-letters,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
fovitzky-moscow-art-theatre,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
ludovici-woman-vindication,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
yeats-early-memories-chapters,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
bramah-eyes-max-carrados,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
benson-walter-pater,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
hunt-tales-uneasy-2,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
webster-webster-tourneur,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
defoe-moll-flanders-roxana,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
smollett-adventures-roderick-random,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
gaskell-wives-daughters,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
pound-poems-1918-21,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
jung-psychological-types,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
swinnerton-casement,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
dane-wandering-stars,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
dane-first-blade-comedy,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
sitwell-triple-fugue,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
rosenfeld-port-new-york,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
mencken-book-burlesques,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
goldring-reputations-essays-criticism,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
dell-ever-child,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
jerome-diary-pilgrimage,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
nashe-unfortunate-traveller-life,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
norris-bread,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
swinnerton-young-felix,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
norris-pit-story-chicago,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
freud-beyond-pleasure-principle,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
ruck-subconscious-courtship-novel,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
armstrong-groper,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
freeman-portrait-george-moore,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
mencken-prejudices-second-series,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
beresford-unity,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
gissing-odd-women,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
burnett-sara-crewe-happened,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
sullivan-atoms-electrons,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
abercrombie-principles-english-prosody,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
gosse-aspects-impressions,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
james-sense-past,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
meredith-one-conquerors,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
carr-philosophy-benedetto-croce,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
beer-stephen-crane-study,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
bennett-things-interested-second,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
freud-delusion-dream-interpretation,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
gay-beggars-opera,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
gould-english-novel-today,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
piccoli-benedetto-croce-introduction,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
dostoyevsky-letters-fyodor-michailovitch,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
dostoyevsky-eternal-husband-stories,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
molnar-fashions-men-swan,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
sinclair-cure-souls,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
scott-poems-walter-scott,2.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
snaith-van-roon,1.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
romains-eyeless-sight-study,1.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
burnett-little-lord-fauntleroy,1.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
owen-poems,1.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
thoreau-essays-writings-henry,1.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
huddleston-poincare-biographical-portrait,1.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
fletcher-preludes-symphonies,1.0,popular (all time),1924-03-28/1925-03-28,1924-03-28,1925-03-28,hemingway-ernest
